id,file,species,recordist,split
1159188,Hirundo_rustica/XC1159188.wav,Hirundo rustica,Nishant Bhagwat,train
1160497,Hirundo_rustica/XC1160497.wav,Hirundo rustica,Nishant Bhagwat,train
1161212,Hirundo_rustica/XC1161212.wav,Hirundo rustica,Dimitri,train
1162400,Hirundo_rustica/XC1162400.mp3,Hirundo rustica,Kelle Moreau,train
1163572,Hirundo_rustica/XC1163572.wav,Hirundo rustica,Walter Wallner,test
1164957,Hirundo_rustica/XC1164957.wav,Hirundo rustica,David Darrell-Lambert,val
1165138,Hirundo_rustica/XC1165138.wav,Hirundo rustica,Zsombor Károlyi,train
1166305,Hirundo_rustica/XC1166305.wav,Hirundo rustica,Colm Philpott,train
1168104,Hirundo_rustica/XC1168104.wav,Hirundo rustica,Stanislas Wroza,test
1169572,Hirundo_rustica/XC1169572.wav,Hirundo rustica,Colm Philpott,train
1169845,Hirundo_rustica/XC1169845.wav,Hirundo rustica,Colm Philpott,train
1169853,Hirundo_rustica/XC1169853.wav,Hirundo rustica,Colm Philpott,train
1169878,Hirundo_rustica/XC1169878.wav,Hirundo rustica,Colm Philpott,train
1169880,Hirundo_rustica/XC1169880.wav,Hirundo rustica,Colm Philpott,train
1169881,Hirundo_rustica/XC1169881.wav,Hirundo rustica,Colm Philpott,train
1169883,Hirundo_rustica/XC1169883.wav,Hirundo rustica,Colm Philpott,train
1169885,Hirundo_rustica/XC1169885.wav,Hirundo rustica,Colm Philpott,val
1169943,Hirundo_rustica/XC1169943.wav,Hirundo rustica,Colm Philpott,val
1169945,Hirundo_rustica/XC1169945.wav,Hirundo rustica,Colm Philpott,test
1172270,Hirundo_rustica/XC1172270.wav,Hirundo rustica,Colm Philpott,test
1172281,Hirundo_rustica/XC1172281.wav,Hirundo rustica,Colm Philpott,train
1172288,Hirundo_rustica/XC1172288.wav,Hirundo rustica,Colm Philpott,train
1172516,Hirundo_rustica/XC1172516.wav,Hirundo rustica,Colm Philpott,train
1172518,Hirundo_rustica/XC1172518.wav,Hirundo rustica,Colm Philpott,train
1173246,Hirundo_rustica/XC1173246.wav,Hirundo rustica,François Guibert,test
1176906,Hirundo_rustica/XC1176906.mp3,Hirundo rustica,Paul Gosling,train
505897,Luscinia_megarhynchos/XC505897.mp3,Luscinia megarhynchos,Stelian Bodnari,val
511188,Luscinia_megarhynchos/XC511188.mp3,Luscinia megarhynchos,Olivier SWIFT,train
511206,Luscinia_megarhynchos/XC511206.mp3,Luscinia megarhynchos,Olivier SWIFT,train
550319,Luscinia_megarhynchos/XC550319.mp3,Luscinia megarhynchos,Stanislas Wroza,train
550320,Luscinia_megarhynchos/XC550320.mp3,Luscinia megarhynchos,Stanislas Wroza,test
551362,Luscinia_megarhynchos/XC551362.mp3,Luscinia megarhynchos,Nelson Conceição,train
551444,Luscinia_megarhynchos/XC551444.mp3,Luscinia megarhynchos,Alwin van Lubeck,train
553247,Luscinia_megarhynchos/XC553247.mp3,Luscinia megarhynchos,Marcel Gil Velasco,train
554176,Luscinia_megarhynchos/XC554176.mp3,Luscinia megarhynchos,Daniel Hinckley,train
560402,Luscinia_megarhynchos/XC560402.mp3,Luscinia megarhynchos,Stanislas Wroza,val
562041,Luscinia_megarhynchos/XC562041.mp3,Luscinia megarhynchos,Jan Zouzalík,train
562914,Luscinia_megarhynchos/XC562914.mp3,Luscinia megarhynchos,Krzysztof Jankowski,test
576926,Luscinia_megarhynchos/XC576926.mp3,Luscinia megarhynchos,Bodo Sonnenburg,val
610072,Luscinia_megarhynchos/XC610072.mp3,Luscinia megarhynchos,Alexis Bukowski,train
636732,Luscinia_megarhynchos/XC636732.mp3,Luscinia megarhynchos,Goffette Etienne,train
642594,Luscinia_megarhynchos/XC642594.mp3,Luscinia megarhynchos,Graham Clarke,train
644045,Luscinia_megarhynchos/XC644045.mp3,Luscinia megarhynchos,Susanne Kuijpers,train
644073,Luscinia_megarhynchos/XC644073.mp3,Luscinia megarhynchos,brickegickel,test
644608,Luscinia_megarhynchos/XC644608.mp3,Luscinia megarhynchos,Lukas Thiess,train
644943,Luscinia_megarhynchos/XC644943.mp3,Luscinia megarhynchos,Olivier SWIFT,train
646475,Luscinia_megarhynchos/XC646475.mp3,Luscinia megarhynchos,Manceau Lionel,train
649209,Luscinia_megarhynchos/XC649209.mp3,Luscinia megarhynchos,Martin Fransson,train
652340,Luscinia_megarhynchos/XC652340.mp3,Luscinia megarhynchos,Dare Šere,train
652510,Luscinia_megarhynchos/XC652510.mp3,Luscinia megarhynchos,Susanne Kuijpers,train
652871,Luscinia_megarhynchos/XC652871.mp3,Luscinia megarhynchos,Yannick Jacob,train
652916,Luscinia_megarhynchos/XC652916.mp3,Luscinia megarhynchos,Tomasz Kułakowski,train
652917,Luscinia_megarhynchos/XC652917.mp3,Luscinia megarhynchos,Tomasz Kułakowski,test
653718,Luscinia_megarhynchos/XC653718.mp3,Luscinia megarhynchos,Peter Boesman,test
654197,Luscinia_megarhynchos/XC654197.mp3,Luscinia megarhynchos,Anita Rakitić,train
654624,Luscinia_megarhynchos/XC654624.mp3,Luscinia megarhynchos,Wessel,train
654625,Luscinia_megarhynchos/XC654625.mp3,Luscinia megarhynchos,Wessel,train
656021,Luscinia_megarhynchos/XC656021.mp3,Luscinia megarhynchos,Bodo Sonnenburg,train
657364,Luscinia_megarhynchos/XC657364.mp3,Luscinia megarhynchos,Domagoj Tomičić,train
668391,Luscinia_megarhynchos/XC668391.mp3,Luscinia megarhynchos,Bodo Sonnenburg,test
669850,Luscinia_megarhynchos/XC669850.mp3,Luscinia megarhynchos,Jarek Matusiak,train
669864,Luscinia_megarhynchos/XC669864.mp3,Luscinia megarhynchos,Jarek Matusiak,val
669869,Luscinia_megarhynchos/XC669869.mp3,Luscinia megarhynchos,Jarek Matusiak,train
669870,Luscinia_megarhynchos/XC669870.mp3,Luscinia megarhynchos,Jarek Matusiak,train
685414,Luscinia_megarhynchos/XC685414.mp3,Luscinia megarhynchos,W. Agster,train
685915,Luscinia_megarhynchos/XC685915.mp3,Luscinia megarhynchos,W. Agster,val
685916,Luscinia_megarhynchos/XC685916.mp3,Luscinia megarhynchos,W. Agster,train
685923,Luscinia_megarhynchos/XC685923.mp3,Luscinia megarhynchos,W. Agster,train
700456,Luscinia_megarhynchos/XC700456.mp3,Luscinia megarhynchos,Dominique Guillerme,test
720005,Luscinia_megarhynchos/XC720005.mp3,Luscinia megarhynchos,Valentin Monnoy,test
720322,Luscinia_megarhynchos/XC720322.mp3,Luscinia megarhynchos,Jarek Matusiak,train
721438,Luscinia_megarhynchos/XC721438.mp3,Luscinia megarhynchos,Lee Dingain,train
722328,Luscinia_megarhynchos/XC722328.mp3,Luscinia megarhynchos,Susanne Kuijpers,val
722540,Luscinia_megarhynchos/XC722540.mp3,Luscinia megarhynchos,Marc Anderson,train
724889,Luscinia_megarhynchos/XC724889.mp3,Luscinia megarhynchos,Filippo Ceccolini,train
725763,Luscinia_megarhynchos/XC725763.mp3,Luscinia megarhynchos,Jacobo Ramil MIllarengo,val
728163,Luscinia_megarhynchos/XC728163.mp3,Luscinia megarhynchos,Stephan Risch,train
728301,Luscinia_megarhynchos/XC728301.mp3,Luscinia megarhynchos,Stephan Risch,train
728873,Luscinia_megarhynchos/XC728873.mp3,Luscinia megarhynchos,Stephan Risch,train
729000,Luscinia_megarhynchos/XC729000.mp3,Luscinia megarhynchos,Susanne Kuijpers,val
729241,Luscinia_megarhynchos/XC729241.mp3,Luscinia megarhynchos,Jarek Matusiak,train
729243,Luscinia_megarhynchos/XC729243.mp3,Luscinia megarhynchos,Jarek Matusiak,val
729244,Luscinia_megarhynchos/XC729244.mp3,Luscinia megarhynchos,Jarek Matusiak,train
736011,Luscinia_megarhynchos/XC736011.mp3,Luscinia megarhynchos,Dominique Guillerme,train
743849,Luscinia_megarhynchos/XC743849.mp3,Luscinia megarhynchos,Jacobo Ramil Millarengo,train
758113,Luscinia_megarhynchos/XC758113.mp3,Luscinia megarhynchos,Allistair Fresse,train
758114,Luscinia_megarhynchos/XC758114.mp3,Luscinia megarhynchos,Allistair Fresse,train
768821,Luscinia_megarhynchos/XC768821.mp3,Luscinia megarhynchos,Michel Veldt,train
770395,Luscinia_megarhynchos/XC770395.mp3,Luscinia megarhynchos,Michel Veldt,train
773582,Luscinia_megarhynchos/XC773582.mp3,Luscinia megarhynchos,Dan Lombard,test
773584,Luscinia_megarhynchos/XC773584.mp3,Luscinia megarhynchos,Dan Lombard,train
790244,Luscinia_megarhynchos/XC790244.mp3,Luscinia megarhynchos,Daniel Barceló,train
792819,Luscinia_megarhynchos/XC792819.mp3,Luscinia megarhynchos,Dominique Guillerme,train
796448,Luscinia_megarhynchos/XC796448.mp3,Luscinia megarhynchos,Jorge Leitão,val
796776,Luscinia_megarhynchos/XC796776.mp3,Luscinia megarhynchos,Susanne Kuijpers,train
796778,Luscinia_megarhynchos/XC796778.mp3,Luscinia megarhynchos,Susanne Kuijpers,val
798972,Luscinia_megarhynchos/XC798972.wav,Luscinia megarhynchos,Pere Josa,test
800482,Luscinia_megarhynchos/XC800482.wav,Luscinia megarhynchos,Stanislas Wroza,train
800483,Luscinia_megarhynchos/XC800483.wav,Luscinia megarhynchos,Stanislas Wroza,train
802815,Luscinia_megarhynchos/XC802815.mp3,Luscinia megarhynchos,Mikhail Nevsky,train
804275,Luscinia_megarhynchos/XC804275.mp3,Luscinia megarhynchos,Susanne Kuijpers,val
804279,Luscinia_megarhynchos/XC804279.mp3,Luscinia megarhynchos,Susanne Kuijpers,val
808781,Luscinia_megarhynchos/XC808781.mp3,Luscinia megarhynchos,Ding Li Yong,train
809350,Luscinia_megarhynchos/XC809350.mp3,Luscinia megarhynchos,Filippo Ceccolini,train
816184,Luscinia_megarhynchos/XC816184.mp3,Luscinia megarhynchos,Bodo Sonnenburg,val
818342,Luscinia_megarhynchos/XC818342.wav,Luscinia megarhynchos,Sonothèque ADVL,train
823914,Luscinia_megarhynchos/XC823914.mp3,Luscinia megarhynchos,Dominique Guillerme,test
826280,Luscinia_megarhynchos/XC826280.mp3,Luscinia megarhynchos,Francesco Barberini,train
828784,Luscinia_megarhynchos/XC828784.wav,Luscinia megarhynchos,Stanislas Wroza,test
828786,Luscinia_megarhynchos/XC828786.wav,Luscinia megarhynchos,Stanislas Wroza,val
840374,Luscinia_megarhynchos/XC840374.wav,Luscinia megarhynchos,Frank A. Roos,train
840431,Luscinia_megarhynchos/XC840431.mp3,Luscinia megarhynchos,Rob van Bemmelen,val
852183,Luscinia_megarhynchos/XC852183.mp3,Luscinia megarhynchos,Rob van Bemmelen,train
862823,Luscinia_megarhynchos/XC862823.mp3,Luscinia megarhynchos,Olivier SWIFT,train
898276,Luscinia_megarhynchos/XC898276.mp3,Luscinia megarhynchos,observer,val
899011,Luscinia_megarhynchos/XC899011.mp3,Luscinia megarhynchos,Olivier SWIFT,train
899327,Luscinia_megarhynchos/XC899327.mp3,Luscinia megarhynchos,Filippo Ceccolini,train
899806,Luscinia_megarhynchos/XC899806.mp3,Luscinia megarhynchos,Jorge Leitão,train
899809,Luscinia_megarhynchos/XC899809.mp3,Luscinia megarhynchos,Jorge Leitão,train
900952,Luscinia_megarhynchos/XC900952.wav,Luscinia megarhynchos,Martin Billard,val
900953,Luscinia_megarhynchos/XC900953.wav,Luscinia megarhynchos,Martin Billard,train
901015,Luscinia_megarhynchos/XC901015.wav,Luscinia megarhynchos,Grzegorz Lorek,train
906045,Luscinia_megarhynchos/XC906045.wav,Luscinia megarhynchos,Jonatan den Haan,train
911334,Luscinia_megarhynchos/XC911334.mp3,Luscinia megarhynchos,W. Agster,train
911335,Luscinia_megarhynchos/XC911335.mp3,Luscinia megarhynchos,W. Agster,train
911336,Luscinia_megarhynchos/XC911336.mp3,Luscinia megarhynchos,W. Agster,test
911816,Luscinia_megarhynchos/XC911816.wav,Luscinia megarhynchos,Jacek Mucha,train
911982,Luscinia_megarhynchos/XC911982.wav,Luscinia megarhynchos,Stephan Risch,train
912882,Luscinia_megarhynchos/XC912882.mp3,Luscinia megarhynchos,Romuald Mikusek,test
920637,Luscinia_megarhynchos/XC920637.wav,Luscinia megarhynchos,Jorge Leitão,test
923985,Luscinia_megarhynchos/XC923985.mp3,Luscinia megarhynchos,Ding Li Yong,test
924025,Luscinia_megarhynchos/XC924025.mp3,Luscinia megarhynchos,Ding Li Yong,train
985862,Luscinia_megarhynchos/XC985862.wav,Luscinia megarhynchos,David Darrell-Lambert,test
985863,Luscinia_megarhynchos/XC985863.wav,Luscinia megarhynchos,David Darrell-Lambert,test
989027,Luscinia_megarhynchos/XC989027.wav,Luscinia megarhynchos,Jorge Leitão,train
989033,Luscinia_megarhynchos/XC989033.wav,Luscinia megarhynchos,Jorge Leitão,train
989762,Luscinia_megarhynchos/XC989762.mp3,Luscinia megarhynchos,Jarek Matusiak,train
990574,Luscinia_megarhynchos/XC990574.wav,Luscinia megarhynchos,Manuel Oudard,train
991281,Luscinia_megarhynchos/XC991281.wav,Luscinia megarhynchos,Jorge Leitão,train
991934,Luscinia_megarhynchos/XC991934.mp3,Luscinia megarhynchos,Olivier SWIFT,test
992436,Luscinia_megarhynchos/XC992436.mp3,Luscinia megarhynchos,Olivier SWIFT,test
992438,Luscinia_megarhynchos/XC992438.mp3,Luscinia megarhynchos,Olivier SWIFT,train
994919,Luscinia_megarhynchos/XC994919.wav,Luscinia megarhynchos,David Pennington,train
996929,Luscinia_megarhynchos/XC996929.wav,Luscinia megarhynchos,Ding Li Yong,train
998552,Luscinia_megarhynchos/XC998552.mp3,Luscinia megarhynchos,Garai József,train
1001465,Luscinia_megarhynchos/XC1001465.mp3,Luscinia megarhynchos,Imre Székely,train
1004601,Luscinia_megarhynchos/XC1004601.mp3,Luscinia megarhynchos,Mats Rellmar,train
1004602,Luscinia_megarhynchos/XC1004602.mp3,Luscinia megarhynchos,Mats Rellmar,train
1007119,Luscinia_megarhynchos/XC1007119.wav,Luscinia megarhynchos,Jorge Leitão,train
1011871,Luscinia_megarhynchos/XC1011871.mp3,Luscinia megarhynchos,Francesco Sottile,train
1011872,Luscinia_megarhynchos/XC1011872.mp3,Luscinia megarhynchos,Francesco Sottile,train
1017973,Luscinia_megarhynchos/XC1017973.wav,Luscinia megarhynchos,Jordi Calvet,test
1031814,Luscinia_megarhynchos/XC1031814.wav,Luscinia megarhynchos,David Darrell-Lambert,train
1040913,Luscinia_megarhynchos/XC1040913.wav,Luscinia megarhynchos,João Tomás,train
1056079,Luscinia_megarhynchos/XC1056079.mp3,Luscinia megarhynchos,Denis Dujardin,val
1058837,Luscinia_megarhynchos/XC1058837.wav,Luscinia megarhynchos,Lionel Triboulin,test
1070151,Luscinia_megarhynchos/XC1070151.wav,Luscinia megarhynchos,András Schmidt,train
1071632,Luscinia_megarhynchos/XC1071632.mp3,Luscinia megarhynchos,AUDEVARD Aurélien,train
1091760,Luscinia_megarhynchos/XC1091760.wav,Luscinia megarhynchos,Abdessamad Ennoury,train
1099301,Luscinia_megarhynchos/XC1099301.wav,Luscinia megarhynchos,Philippe_Grange,train
1104710,Luscinia_megarhynchos/XC1104710.wav,Luscinia megarhynchos,Jens Schöller,train
1104713,Luscinia_megarhynchos/XC1104713.wav,Luscinia megarhynchos,Jens Schöller,test
1104715,Luscinia_megarhynchos/XC1104715.wav,Luscinia megarhynchos,Jens Schöller,val
1104917,Luscinia_megarhynchos/XC1104917.mp3,Luscinia megarhynchos,Romuald Mikusek,train
1136058,Luscinia_megarhynchos/XC1136058.mp3,Luscinia megarhynchos,Paul van Nuys,train
1137392,Luscinia_megarhynchos/XC1137392.wav,Luscinia megarhynchos,Jorge Leitão,train
1137394,Luscinia_megarhynchos/XC1137394.wav,Luscinia megarhynchos,Jorge Leitão,train
1139821,Luscinia_megarhynchos/XC1139821.wav,Luscinia megarhynchos,Walter Wallner,val
1139975,Luscinia_megarhynchos/XC1139975.wav,Luscinia megarhynchos,David Darrell-Lambert,val
1141464,Luscinia_megarhynchos/XC1141464.wav,Luscinia megarhynchos,Pablo Guillemaud,train
1141465,Luscinia_megarhynchos/XC1141465.wav,Luscinia megarhynchos,Pablo Guillemaud,train
1142090,Luscinia_megarhynchos/XC1142090.wav,Luscinia megarhynchos,Clement Bruneau,train
1151832,Luscinia_megarhynchos/XC1151832.wav,Luscinia megarhynchos,Manuel Grosselet,train
1156443,Luscinia_megarhynchos/XC1156443.mp3,Luscinia megarhynchos,SWIFT Olivier,train
1165114,Luscinia_megarhynchos/XC1165114.wav,Luscinia megarhynchos,Zsombor Károlyi,train
1167044,Luscinia_megarhynchos/XC1167044.wav,Luscinia megarhynchos,Meena Haribal,train
27021,Motacilla_alba/XC27021.mp3,Motacilla alba,Patrik Åberg,val
27022,Motacilla_alba/XC27022.mp3,Motacilla alba,Patrik Åberg,train
36755,Motacilla_alba/XC36755.mp3,Motacilla alba,Tomas Belka,train
45001,Motacilla_alba/XC45001.mp3,Motacilla alba,Jarek Matusiak,train
67298,Motacilla_alba/XC67298.mp3,Motacilla alba,Patrik Åberg,train
76319,Motacilla_alba/XC76319.mp3,Motacilla alba,Ingar Bringsvor,train
83295,Motacilla_alba/XC83295.mp3,Motacilla alba,Jelmer Poelstra,train
83968,Motacilla_alba/XC83968.mp3,Motacilla alba,Patrik Åberg,test
100626,Motacilla_alba/XC100626.mp3,Motacilla alba,Rudo Jureček,train
105521,Motacilla_alba/XC105521.mp3,Motacilla alba,Volker Arnold,train
123690,Motacilla_alba/XC123690.mp3,Motacilla alba,maudoc,train
140581,Motacilla_alba/XC140581.mp3,Motacilla alba,Fernand DEROUSSEN,train
152631,Motacilla_alba/XC152631.mp3,Motacilla alba,Jarek Matusiak,train
162571,Motacilla_alba/XC162571.mp3,Motacilla alba,Patrick Franke,train
175847,Motacilla_alba/XC175847.mp3,Motacilla alba,Lars Buckx,val
213371,Motacilla_alba/XC213371.mp3,Motacilla alba,Ilkka Heiskanen,val
218151,Motacilla_alba/XC218151.mp3,Motacilla alba,Sonnenburg,train
246013,Motacilla_alba/XC246013.mp3,Motacilla alba,Jarek Matusiak,train
246014,Motacilla_alba/XC246014.mp3,Motacilla alba,Jarek Matusiak,train
272320,Motacilla_alba/XC272320.mp3,Motacilla alba,Albert Lastukhin,train
281367,Motacilla_alba/XC281367.mp3,Motacilla alba,Peter Boesman,test
281368,Motacilla_alba/XC281368.mp3,Motacilla alba,Peter Boesman,train
281369,Motacilla_alba/XC281369.mp3,Motacilla alba,Peter Boesman,train
289135,Motacilla_alba/XC289135.mp3,Motacilla alba,Mikael Litsgård,test
332116,Motacilla_alba/XC332116.mp3,Motacilla alba,Timo Schnabel,train
345893,Motacilla_alba/XC345893.mp3,Motacilla alba,Tero Linjama,train
368553,Motacilla_alba/XC368553.mp3,Motacilla alba,Stein Ø. Nilsen,test
383646,Motacilla_alba/XC383646.mp3,Motacilla alba,Terje Kolaas,val
388710,Motacilla_alba/XC388710.mp3,Motacilla alba,Joost van Bruggen,val
394297,Motacilla_alba/XC394297.mp3,Motacilla alba,Livon,train
405296,Motacilla_alba/XC405296.mp3,Motacilla alba,Patrik Åberg,val
465382,Motacilla_alba/XC465382.mp3,Motacilla alba,Elias A. Ryberg,train
485710,Motacilla_alba/XC485710.mp3,Motacilla alba,Stanislas Wroza,val
487300,Motacilla_alba/XC487300.mp3,Motacilla alba,Stanislas Wroza,test
487978,Motacilla_alba/XC487978.mp3,Motacilla alba,Stanislas Wroza,train
489227,Motacilla_alba/XC489227.mp3,Motacilla alba,Geoffrey Monchaux,test
495675,Motacilla_alba/XC495675.mp3,Motacilla alba,Lars Edenius,train
506183,Motacilla_alba/XC506183.mp3,Motacilla alba,Amar-Singh HSS,val
554015,Motacilla_alba/XC554015.mp3,Motacilla alba,Jarek Matusiak,val
554016,Motacilla_alba/XC554016.mp3,Motacilla alba,Jarek Matusiak,train
554018,Motacilla_alba/XC554018.mp3,Motacilla alba,Jarek Matusiak,train
554020,Motacilla_alba/XC554020.mp3,Motacilla alba,Jarek Matusiak,train
554025,Motacilla_alba/XC554025.mp3,Motacilla alba,Jarek Matusiak,train
561025,Motacilla_alba/XC561025.mp3,Motacilla alba,Dick de Vos,test
584630,Motacilla_alba/XC584630.mp3,Motacilla alba,Uku Paal,test
596083,Motacilla_alba/XC596083.mp3,Motacilla alba,Simon Elliott,train
596085,Motacilla_alba/XC596085.mp3,Motacilla alba,Simon Elliott,train
596086,Motacilla_alba/XC596086.mp3,Motacilla alba,Simon Elliott,train
606935,Motacilla_alba/XC606935.mp3,Motacilla alba,Jarek Matusiak,train
606944,Motacilla_alba/XC606944.mp3,Motacilla alba,Jarek Matusiak,test
608762,Motacilla_alba/XC608762.mp3,Motacilla alba,Jarek Matusiak,train
609238,Motacilla_alba/XC609238.mp3,Motacilla alba,Jarek Matusiak,train
632990,Motacilla_alba/XC632990.mp3,Motacilla alba,Markus Jacobs,train
644775,Motacilla_alba/XC644775.mp3,Motacilla alba,Thomas Bergman,train
653244,Motacilla_alba/XC653244.mp3,Motacilla alba,Uku Paal,train
656636,Motacilla_alba/XC656636.mp3,Motacilla alba,Uku Paal,train
656712,Motacilla_alba/XC656712.mp3,Motacilla alba,Uku Paal,train
656713,Motacilla_alba/XC656713.mp3,Motacilla alba,Uku Paal,train
657435,Motacilla_alba/XC657435.mp3,Motacilla alba,Susanne Kuijpers,train
659807,Motacilla_alba/XC659807.mp3,Motacilla alba,Micha Luhn,train
664681,Motacilla_alba/XC664681.mp3,Motacilla alba,Leander Khil,val
671384,Motacilla_alba/XC671384.mp3,Motacilla alba,Lars Edenius,val
671385,Motacilla_alba/XC671385.mp3,Motacilla alba,Lars Edenius,val
688060,Motacilla_alba/XC688060.mp3,Motacilla alba,Niels Van Doninck,val
719638,Motacilla_alba/XC719638.mp3,Motacilla alba,Uku Paal,train
731463,Motacilla_alba/XC731463.mp3,Motacilla alba,Geoff Carey,train
731464,Motacilla_alba/XC731464.mp3,Motacilla alba,Geoff Carey,test
758197,Motacilla_alba/XC758197.mp3,Motacilla alba,W. Agster,train
765218,Motacilla_alba/XC765218.mp3,Motacilla alba,Stanislas Wroza,val
765220,Motacilla_alba/XC765220.mp3,Motacilla alba,Stanislas Wroza,train
765221,Motacilla_alba/XC765221.mp3,Motacilla alba,Stanislas Wroza,train
773143,Motacilla_alba/XC773143.mp3,Motacilla alba,Mats Rellmar,train
794697,Motacilla_alba/XC794697.mp3,Motacilla alba,Lars Edenius,train
795253,Motacilla_alba/XC795253.mp3,Motacilla alba,Lars Edenius,train
799205,Motacilla_alba/XC799205.mp3,Motacilla alba,Francesco Sottile,train
808862,Motacilla_alba/XC808862.mp3,Motacilla alba,Lars Edenius,train
813162,Motacilla_alba/XC813162.mp3,Motacilla alba,Lars Edenius,train
813506,Motacilla_alba/XC813506.mp3,Motacilla alba,Peter Boesman,train
842823,Motacilla_alba/XC842823.mp3,Motacilla alba,Bo Shunqi 薄顺奇,train
892021,Motacilla_alba/XC892021.mp3,Motacilla alba,Bo Shunqi薄顺奇,train
923532,Motacilla_alba/XC923532.mp3,Motacilla alba,Lennart Jeppsson,test
925672,Motacilla_alba/XC925672.mp3,Motacilla alba,Ulf Elman,train
941738,Motacilla_alba/XC941738.mp3,Motacilla alba,Ulf Elman,train
941739,Motacilla_alba/XC941739.mp3,Motacilla alba,Ulf Elman,train
953710,Motacilla_alba/XC953710.wav,Motacilla alba,João Tomás,train
979151,Motacilla_alba/XC979151.wav,Motacilla alba,Lucas-Chen,test
1052680,Motacilla_alba/XC1052680.wav,Motacilla alba,Christian Kerihuel,train
1063932,Motacilla_alba/XC1063932.wav,Motacilla alba,João Tomás,train
1082608,Motacilla_alba/XC1082608.mp3,Motacilla alba,Olivier SWIFT,train
1082706,Motacilla_alba/XC1082706.wav,Motacilla alba,David Darrell-Lambert,val
1082834,Motacilla_alba/XC1082834.mp3,Motacilla alba,Olivier SWIFT,train
1082835,Motacilla_alba/XC1082835.mp3,Motacilla alba,Olivier SWIFT,train
1082836,Motacilla_alba/XC1082836.mp3,Motacilla alba,Olivier SWIFT,val
1083491,Motacilla_alba/XC1083491.wav,Motacilla alba,David Darrell-Lambert,test
1083492,Motacilla_alba/XC1083492.wav,Motacilla alba,David Darrell-Lambert,train
1083493,Motacilla_alba/XC1083493.wav,Motacilla alba,David Darrell-Lambert,train
1083495,Motacilla_alba/XC1083495.wav,Motacilla alba,David Darrell-Lambert,train
1083496,Motacilla_alba/XC1083496.wav,Motacilla alba,David Darrell-Lambert,train
1083522,Motacilla_alba/XC1083522.wav,Motacilla alba,David Darrell-Lambert,test
1083523,Motacilla_alba/XC1083523.wav,Motacilla alba,David Darrell-Lambert,train
1083524,Motacilla_alba/XC1083524.wav,Motacilla alba,David Darrell-Lambert,train
1083526,Motacilla_alba/XC1083526.wav,Motacilla alba,David Darrell-Lambert,train
1083527,Motacilla_alba/XC1083527.wav,Motacilla alba,David Darrell-Lambert,train
1084077,Motacilla_alba/XC1084077.wav,Motacilla alba,David Darrell-Lambert,test
1087888,Motacilla_alba/XC1087888.mp3,Motacilla alba,Lim Ying Hien 林勇贤,train
1088591,Motacilla_alba/XC1088591.wav,Motacilla alba,Petter Westberg,train
1088592,Motacilla_alba/XC1088592.wav,Motacilla alba,Petter Westberg,train
1088594,Motacilla_alba/XC1088594.wav,Motacilla alba,Petter Westberg,train
1090268,Motacilla_alba/XC1090268.mp3,Motacilla alba,Johan Nilsson,train
1094457,Motacilla_alba/XC1094457.wav,Motacilla alba,David Darrell-Lambert,test
1097373,Motacilla_alba/XC1097373.wav,Motacilla alba,Norman Schiwora,test
1098452,Motacilla_alba/XC1098452.wav,Motacilla alba,Stanislas Wroza,train
1098726,Motacilla_alba/XC1098726.mp3,Motacilla alba,Bo Shunqi 薄顺奇,train
1098727,Motacilla_alba/XC1098727.mp3,Motacilla alba,Bo Shunqi 薄顺奇,train
1100607,Motacilla_alba/XC1100607.mp3,Motacilla alba,Sonothèque ADVL,train
1102017,Motacilla_alba/XC1102017.mp3,Motacilla alba,Kayleigh Lubin,test
1103851,Motacilla_alba/XC1103851.wav,Motacilla alba,Petter Westberg,test
1104431,Motacilla_alba/XC1104431.mp3,Motacilla alba,Miika Silfverberg,val
1105950,Motacilla_alba/XC1105950.mp3,Motacilla alba,Ian Roberts,test
1106664,Motacilla_alba/XC1106664.wav,Motacilla alba,Mark Plummer,train
1107877,Motacilla_alba/XC1107877.mp3,Motacilla alba,Tom Cooney,train
1134242,Motacilla_alba/XC1134242.wav,Motacilla alba,Jue Lei,val
1136246,Motacilla_alba/XC1136246.mp3,Motacilla alba,Sonothèque ADVL,train
1137610,Motacilla_alba/XC1137610.wav,Motacilla alba,Simon Gillings,train
1137921,Motacilla_alba/XC1137921.mp3,Motacilla alba,Albert Lastukhin,train
1138855,Motacilla_alba/XC1138855.wav,Motacilla alba,Simon Gillings,test
1139450,Motacilla_alba/XC1139450.mp3,Motacilla alba,Ding Li Yong,val
1139520,Motacilla_alba/XC1139520.wav,Motacilla alba,Grzegorz Lorek,train
1142443,Motacilla_alba/XC1142443.wav,Motacilla alba,Grzegorz Michalski,train
1142757,Motacilla_alba/XC1142757.wav,Motacilla alba,Walter Wallner,train
1145477,Motacilla_alba/XC1145477.wav,Motacilla alba,David Darrell-Lambert,train
1147061,Motacilla_alba/XC1147061.wav,Motacilla alba,Cedric Mroczko,train
1148653,Motacilla_alba/XC1148653.wav,Motacilla alba,Manuel Grosselet,train
1152224,Motacilla_alba/XC1152224.wav,Motacilla alba,Andrew Harrop,train
1154501,Motacilla_alba/XC1154501.wav,Motacilla alba,David Darrell-Lambert,train
1154834,Motacilla_alba/XC1154834.wav,Motacilla alba,Working group for animal ecology and planning Ltd.,train
